* `displayName` (`id`): `description` (`name`, `displayQuality`, `quality`, `priceEach`, `maxStackCount`)
* 手枪快速弹匣II (532): 大幅提高瞄准速度的手枪弹匣。 (Magazine_PST_ADS_2, 0, 3, 1100, 1)
* 手枪扩容弹匣I (533): 提高枪械载弹量的手枪弹匣。 (Magazine_PST_CAP_1, 0, 2, 500, 1)
* 手枪扩容弹匣II (534): 大幅提高枪械载弹量的手枪弹匣。 (Magazine_PST_CAP_2, 0, 3, 1100, 1)
* Item_Magazine_PST_REL_1 (535): Item_Magazine_PST_REL_1_Desc (Magazine_PST_REL_1, 0, 999, 1, 1)
* 冲锋枪快速弹匣 (536): 提高瞄准速度的冲锋枪弹匣。 (Magazine_SMG_ADS_1, 0, 2, 500, 1)
* 冲锋枪扩容弹匣I (537): 提高枪械载弹量的冲锋枪弹匣。 (Magazine_SMG_CAP_1, 0, 2, 500, 1)
* 冲锋枪扩容弹匣II (538): 大幅提高枪械载弹量的冲锋枪弹匣。 (Magazine_SMG_CAP_2, 0, 3, 1100, 1)
* 冲锋枪扩容弹匣III (539): 极大幅提高枪械载弹量的冲锋枪弹匣。 (Magazine_SMG_CAP_3, 0, 4, 2400, 1)
* Item_Magazine_SMG_REL_1 (540): Item_Magazine_SMG_REL_1_Desc (Magazine_SMG_REL_1, 0, 999, 1, 1)
* Item_Magazine_SMG_REL_2 (541): Item_Magazine_SMG_REL_2_Desc (Magazine_SMG_REL_2, 0, 999, 1, 1)
* Item_Magazine_SMG_REL_3 (542): Item_Magazine_SMG_REL_3_Desc (Magazine_SMG_REL_3, 0, 999, 1, 1)
* 步枪快速弹匣I (543): 提高瞄准速度的步枪弹匣。 (Magazine_AR_ADS_1, 0, 2, 500, 1)
* 步枪快速弹匣II (544): 大幅提高瞄准速度的步枪弹匣。 (Magazine_AR_ADS_2, 0, 3, 1100, 1)
* Item_Magazine_AR_ADS_3 (545): Item_Magazine_AR_ADS_3_Desc (Magazine_AR_ADS_3, 0, 999, 1, 1)
* 步枪扩容弹匣I (546): 提高枪械载弹量的步枪弹匣。 (Magazine_AR_CAP_1, 0, 2, 500, 1)
* 步枪扩容弹匣II (547): 大幅提高枪械载弹量的步枪弹匣。 (Magazine_AR_CAP_2, 0, 3, 1100, 1)
* 步枪扩容弹匣III (548): 极大幅提高枪械载弹量的步枪弹匣。 (Magazine_AR_CAP_3, 0, 4, 2400, 1)
* Item_Magazine_AR_CAP_4 (549): Item_Magazine_AR_CAP_4_Desc (Magazine_AR_CAP_4, 0, 999, 1, 1)
* Item_Magazine_AR_REL_1 (550): Item_Magazine_AR_REL_1_Desc (Magazine_AR_REL_1, 0, 999, 1, 1)
* Item_Magazine_AR_REL_2 (551): Item_Magazine_AR_REL_2_Desc (Magazine_AR_REL_2, 0, 999, 1, 1)
* Item_Magazine_AR_REL_3 (552): Item_Magazine_AR_REL_3_Desc (Magazine_AR_REL_3, 0, 999, 1, 1)
* 狙击枪快速弹匣I (553): 提高瞄准速度的狙击枪弹匣。 (Magazine_SNP_ADS_1, 0, 2, 500, 1)
* 狙击枪快速弹匣II (554): 大幅提高瞄准速度的狙击枪弹匣。 (Magazine_SNP_ADS_2, 0, 3, 1100, 1)
* Item_Magazine_SNP_ADS_3 (555): Item_Magazine_SNP_ADS_3_Desc (Magazine_SNP_ADS_3, 0, 999, 1, 1)
* 狙击枪扩容弹匣I (556): 提高枪械载弹量的狙击枪弹匣。 (Magazine_SNP_CAP_1, 0, 2, 500, 1)
* 狙击枪扩容弹匣II (557): 大幅提高枪械载弹量的狙击枪弹匣。 (Magazine_SNP_CAP_2, 0, 3, 1100, 1)
* Item_Magazine_SNP_CAP_3 (558): Item_Magazine_SNP_CAP_3_Desc (Magazine_SNP_CAP_3, 0, 999, 1, 1)
* Item_Magazine_SNP_REL_1 (559): Item_Magazine_SNP_REL_1_Desc (Magazine_SNP_REL_1, 0, 999, 1, 1)
* Item_Magazine_SNP_REL_2 (560): Item_Magazine_SNP_REL_2_Desc (Magazine_SNP_REL_2, 0, 999, 1, 1)
* 霰弹枪扩容弹匣I (561): 提高枪械载弹量的霰弹枪弹匣。 (Magazine_SHT_CAP_1, 0, 999, 500, 1)
* 霰弹枪扩容弹匣II (562): 大幅提高枪械载弹量的霰弹枪弹匣。 (Magazine_SHT_CAP_2, 0, 999, 1100, 1)
* 霰弹枪扩容弹匣III (563): 极大幅提高枪械载弹量的霰弹枪弹匣。 (Magazine_SHT_CAP_3, 0, 999, 2400, 1)
* Item_Magazine_SHT_CAP_4 (564): Item_Magazine_SHT_CAP_4_Desc (Magazine_SHT_CAP_4, 0, 999, 1, 1)
* Item_Magazine_SHT_REL_1 (565): Item_Magazine_SHT_REL_1_Desc (Magazine_SHT_REL_1, 0, 999, 1, 1)
* Item_Magazine_SHT_REL_2 (566): Item_Magazine_SHT_REL_2_Desc (Magazine_SHT_REL_2, 0, 999, 1, 1)
* Item_Magazine_SHT_REL_3 (567): Item_Magazine_SHT_REL_3_Desc (Magazine_SHT_REL_3, 0, 999, 1, 1)
* 步枪4倍镜 (568): 大幅提高瞄准距离的步枪瞄准镜，但会损失一定后坐力控制与瞄准速度。 (Scope_AR_4X_1, 0, 3, 1100, 1)
* 狙击枪8倍镜 (569): 极大幅提高瞄准距离的狙击枪瞄准镜，但会损失大量后坐力控制与瞄准速度。 (Scope_SNP_8X_1, 0, 4, 2400, 1)
* 数字瞄具 (570): 降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。 (Scope_All_Digit_1, 0, 2, 500, 1)
* 全息瞄具 (571): 降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。 (Scope_All_Holo_1, 0, 2, 500, 1)
* 快速瞄具 (572): 降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。 (Scope_All_Long_1, 0, 2, 500, 1)
* 红点瞄具 (573): 降低基础瞄准时间的单倍瞄准镜，同时会改变准星样式。 (Scope_All_RedDot_1, 0, 2, 500, 1)
* 2倍镜 (574): 提高瞄准距离的瞄准镜，但会损失少量后坐力控制与瞄准速度。 (Scope_All_2X_1, 0, 3, 1100, 1)
* Item_Tec_Laser_NON_1 (575): Item_Tec_Laser_NON_1_Desc (Tec_Laser_NON_1, 0, 999, 1, 1)
* 激光-机动 (576): 提高瞄准速度与机动性的激光指示器。 (Tec_Laser_ADS_1, 0, 3, 1100, 1)
* 激光-快反 (577): 大幅提高瞄准速度的激光指示器。 (Tec_Laser_ADS_2, 0, 3, 1100, 1)
* 激光-基础 (578): 提高腰射散布控制的激光指示器。 (Tec_Laser_SCA_1, 0, 2, 500, 1)
* 激光-校准 (579): 大幅提高腰射散布控制的激光指示器。 (Tec_Laser_SCA_2, 0, 4, 2400, 1)
* 战术手电 (580): 大幅提高夜间的视野范围。 (Tec_Flashlight_NON_1, 0, 2, 500, 1)
* Item_Muzzle_SHT_SCA_2 (583): Item_Muzzle_SHT_SCA_2_Desc (Muzzle_SHT_SCA_2, 0, 999, 1, 1)
* 霰弹枪制退器-机动 (584): 提高腰射控制的霰弹枪枪口。 (Muzzle_SHT_SCA_3, 0, 3, 1100, 1)
* S-生锈弹 (594): 已经略微生锈的制式轻型弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。 (Bullet_SMG_Rusted, 0, 1, 1, 240)
* S-普通弹 (595): 标准的制式轻型弹。 (Bullet_SMG_Normal, 0, 2, 5, 240)
* S-燃烧弹 (596): 装填了可燃成分的轻型弹，造成火伤害。 (Bullet_SMG_Burn, 0, 999, 13, 240)
* S-穿甲弹 (597): 能够穿透中级护甲的防护的轻型弹。 (Bullet_SMG_Piercing3, 3, 3, 30, 240)
* S-高级穿甲弹 (598): 能够穿透高级护甲的防护的轻型弹。 (Bullet_SMG_Piercing5, 4, 4, 84, 240)
* S-毒性弹 (599): 装填了毒性成分的轻型弹，造成毒伤害。 (Bullet_SMG_Poison, 0, 999, 11, 240)
* S-感电弹 (600): 装填了金属粉末的轻型弹，造成电伤害。 (Bullet_SMG_Electric, 0, 999, 14, 240)
* S-空间弹 (601): 用外星科技制造的轻型弹，造成空间伤害。 (Bullet_SMG_Space, 0, 999, 25, 240)
* S-肉伤弹 (602): 对肉体能造成大量伤害的轻型弹，但没有穿透护甲的能力。 (Bullet_SMG_Dumdums, 0, 999, 15, 240)
* AR-生锈弹 (603): 已经略微生锈的制式步枪弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。 (Bullet_AR_Rusted, 0, 1, 1, 180)
* AR-普通弹 (604): 标准的制式步枪弹。 (Bullet_AR_Normal, 0, 2, 7, 180)
* AR-燃烧弹 (605): 装填了可燃成分的步枪弹，造成火伤害。 (Bullet_AR_Burn, 0, 999, 18, 180)
* AR-穿甲弹 (606): 能够穿透中级护甲的防护的步枪弹。 (Bullet_AR_Piercing3, 3, 3, 43, 180)
* AR-高级穿甲弹 (607): 能够穿透高级护甲的防护的步枪弹。 (Bullet_AR_Piercing5, 4, 4, 120, 180)
* AR-毒性弹 (608): 装填了毒性成分的步枪弹，造成毒伤害。 (Bullet_AR_Poison, 0, 999, 15, 180)
* AR-感电弹 (609): 装填了金属粉末的步枪弹，造成电伤害。 (Bullet_AR_Electric, 0, 999, 20, 180)
* AR-空间弹 (610): 用外星科技制造的步枪弹，造成空间伤害。 (Bullet_AR_Space, 0, 999, 35, 180)
* AR-肉伤弹 (611): 对肉体能造成大量伤害的步枪弹，但没有穿透护甲的能力。 (Bullet_AR_Dumdums, 0, 999, 21, 180)
* L-生锈弹 (612): 已经略微生锈的制式重型弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。 (Bullet_BR_Rusted, 0, 1, 2, 180)
* L-普通弹 (613): 标准的制式重型弹。 (Bullet_BR_Normal, 0, 2, 12, 180)
* L-燃烧弹 (614): 装填了可燃成分的重型弹，造成火伤害。 (Bullet_BR_Burn, 0, 999, 32, 180)
* L-穿甲弹 (615): 能够穿透中级护甲的防护的重型弹。 (Bullet_BR_Piercing3, 3, 3, 75, 180)
* L-高级穿甲弹 (616): 能够穿透高级护甲的防护的重型弹。 (Bullet_BR_Piercing5, 4, 4, 210, 180)
* L-毒性弹 (617): 装填了毒性成分的重型弹，造成毒伤害。 (Bullet_BR_Poison, 0, 999, 26, 180)
* L-感电弹 (618): 装填了金属粉末的重型弹，造成电伤害。 (Bullet_BR_Electric, 0, 999, 35, 180)
* L-空间弹 (619): 用外星科技制造的重型弹，造成空间伤害。 (Bullet_BR_Space, 0, 999, 61, 180)
* L-肉伤弹 (620): 对肉体能造成大量伤害的重型弹，但没有穿透护甲的能力。 (Bullet_BR_Dumdums, 0, 999, 37, 180)
* 生锈狙击弹 (621): 已经略微生锈的制式狙击弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。 (Bullet_SNP_Rusted, 0, 1, 5, 30)
* 普通狙击弹 (622): 标准的制式狙击弹。 (Bullet_SNP_Normal, 0, 2, 35, 30)
* 燃烧狙击弹 (623): 装填了可燃成分的狙击弹，造成火伤害。 (Bullet_SNP_Burn, 0, 999, 90, 30)
* 中级穿甲狙击弹 (624): 能够穿透中级护甲的防护的狙击弹。 (Bullet_SNP_Piercing3, 4, 999, 215, 30)
* 高级穿甲狙击弹 (625): 能够穿透高级护甲的防护的狙击弹。 (Bullet_SNP_Piercing5, 5, 999, 600, 30)
* 毒性狙击弹 (626): 装填了毒性成分的狙击弹，造成毒伤害。 (Bullet_SNP_Poison, 0, 999, 75, 30)
* 感电狙击弹 (627): 装填了金属粉末的狙击弹，造成电伤害。 (Bullet_SNP_Electric, 0, 999, 100, 30)
* 空间狙击弹 (628): 用外星科技制造的狙击弹，造成空间伤害。 (Bullet_SNP_Space, 0, 999, 175, 30)
* 肉伤狙击弹 (629): 对肉体能造成大量伤害的狙击弹，但没有穿透护甲的能力。 (Bullet_SNP_Dumdums, 0, 999, 105, 30)
* 生锈霰弹 (630): 已经略微生锈的制式霰弹，几乎没有穿甲能力，对于枪械的耐久消耗也较高。 (Bullet_SHT_Rusted, 0, 1, 3, 80)
* 普通霰弹 (631): 标准的制式霰弹。 (Bullet_SHT_Normal, 0, 2, 21, 80)
* 燃烧霰弹 (632): 装填了可燃成分的霰弹，造成火伤害。 (Bullet_SHT_Burn, 0, 999, 54, 80)
* 穿甲霰弹 (633): 能够穿透中级护甲的防护的霰弹。 (Bullet_SHT_Piercing3, 3, 3, 129, 80)
* 高级穿甲霰弹 (634): 能够穿透高级护甲的防护的霰弹。 (Bullet_SHT_Piercing5, 4, 4, 360, 80)
* 毒性霰弹 (635): 装填了毒性成分的霰弹，造成毒伤害。 (Bullet_SHT_Poison, 0, 999, 45, 80)
* 感电霰弹 (636): 装填了金属粉末的霰弹，造成电伤害。 (Bullet_SHT_Electric, 0, 999, 60, 80)
* 空间霰弹 (637): 用外星科技制造的霰弹，造成空间伤害。 (Bullet_SHT_Space, 0, 999, 105, 80)
* 肉伤霰弹 (638): 对肉体能造成大量伤害的霰弹，但没有穿透护甲的能力。 (Bullet_SHT_Dumdums, 0, 999, 63, 80)
* MAG-生锈弹 (639): 已经略微生锈的制式马格南弹药，几乎没有穿甲能力，对于枪械的耐久消耗也较高。 (Bullet_MAG_Rusted, 0, 999, 8, 24)
* MAG-普通弹 (640): 标准的制式马格南弹药。 (Bullet_MAG_Normal, 0, 2, 56, 24)
* MAG-燃烧弹 (641): 装填了可燃成分的马格南弹药，造成火伤害。 (Bullet_MAG_Burn, 0, 999, 144, 24)
* MAG-中级穿甲弹 (642): 能够穿透中级护甲的防护的马格南弹药。 (Bullet_MAG_Piercing3, 4, 999, 344, 24)
* MAG-高级穿甲弹 (643): 能够穿透高级护甲的防护的马格南弹药。 (Bullet_MAG_Piercing5, 5, 999, 960, 24)
* MAG-毒性弹 (644): 装填了毒性成分的马格南弹药，造成毒伤害。 (Bullet_MAG_Poison, 0, 999, 120, 24)
* MAG-感电弹 (645): 装填了金属粉末的马格南弹药，造成电伤害。 (Bullet_MAG_Electric, 0, 999, 160, 24)
* MAG-空间弹 (646): 用外星科技制造的马格南弹药，造成空间伤害。 (Bullet_MAG_Space, 0, 999, 280, 24)
* MAG-肉伤弹 (647): 对肉体能造成大量伤害的马格南弹药，但没有穿透护甲的能力。 (Bullet_MAG_Dumdums, 0, 999, 168, 24)
* 木矢 (648): 用树枝制作的箭矢。 (Bullet_ARR_Normal, 0, 1, 1, 20)
* 爆炸矢 (649): 这玩意没有安全爆炸距离。 (Bullet_ARR_Explosion, 0, 4, 500, 5)
* 小能量弹 (650): 为能量武器提供少量能量。 (Bullet_PWS_S, 0, 9, 25, 240)
* 激光-暴击 (651): 提高爆头伤害的激光指示器。 (Tec_Laser_CIT_1, 0, 4, 2400, 1)
* ADAR 2-15 (652): 制式武器的民用版本，虽然威力较低，但有着优秀的稳定性和更好的配件支持。 (AR_ADAR_Normal, 0, 2, 1633, 1)
* StG 77 (653): 无托结构设计，短小紧凑后坐力较小，且自带光学瞄准镜。 (AR_AUGA1_Normal, 0, 3, 3658, 1)
* StG 77A3 (654): StG 77的改进型，去掉了光学瞄准镜并提高了配件的支持。 (AR_AUGA3_Normal, 0, 3, 4539, 1)
* MP5 (655): 高精度，低后座力的制式冲锋枪，相当适合腰射。 (SMG_MP5_Normal, 0, 4, 5794, 1)
* SKS-45 (656): 结构简单，精度良好的制式步枪。在鸭科夫，威力较大的步枪被称为战斗步枪，即使口径相同也要使用不同的弹药，没人知道理由。 (BR_SKS_Normal, 0, 2, 2386, 1)
* TOZ-66 (657): 手动装填的双管霰弹枪，一般用来自卫。 (SHT_TOZ66_Normal, 0, 1, 435, 1)
* TOZ-106 (658): 单管霰弹枪，可以弹匣换弹。 (SHT_TOZ106_Normal, 0, 1, 547, 1)
* VPO-136 (659): 基于AK-47设计的半自动民用步枪，可靠性很高。 (AR_VPO136_Normal, 0, 1, 630, 1)
* 烟雾弹 (660): 制造一团遮挡视野的烟雾。 (SmokeGrenade, 0, 3, 580, 1)
* 中级武器零件 (662): 更高级的枪械零件，能制造更多枪械。 (WeaponPartsLv2, 0, 2, 248, 5)
* 高级武器零件 (663): 顶级枪械零件，很多高端武器必不可少的材料。 (WeaponPartsLv3, 0, 4, 669, 5)
* 蓝图：ADAR 2-15 (665): 用于在工作台研发武器：ADAR 2-15。 (BP_ADAR, 0, 2, 50, 1)
* 蓝图：StG 77 (666): 用于在工作台研发武器：StG-77。 (BP_AUGA1, 0, 3, 50, 1)
* 蓝图：StG 77A3 (667): 用于在工作台研发武器：StG-77A3。 (BP_AUGA3, 0, 3, 50, 1)
* 蓝图：MP5 (668): 用于在工作台研发武器：MP5。 (BP_MP5, 0, 3, 50, 1)
* 蓝图：SKS (669): 用于在工作台研发武器：SKS。 (BP_SKS, 0, 2, 50, 1)
* 蓝图：TOZ-66 (670): 用于在工作台研发武器：TOZ-66。 (BP_TOZ66, 0, 1, 50, 1)
* 蓝图：TOZ-106 (671): 用于在工作台研发武器：TOZ-106。 (BP_TOZ106, 0, 1, 50, 1)
* 蓝图：VPO-136 (672): 用于在工作台研发武器：VPO-136。 (BP_VPO136, 0, 1, 50, 1)
* 蓝图：普通重型弹 (675): 用于制造：L-普通弹。 (BP_Bullet_BR_Normal, 0, 2, 50, 1)
* 蓝图：普通狙击弹 (676): 用于制造：普通狙击弹。 (BP_Bullet_SNP_Normal, 0, 9, 50, 1)
* 蓝图：普通霰弹 (677): 用于制造：普通霰弹。 (BP_Bullet_SHT_Normal, 0, 9, 50, 1)
* 蓝图：MAG-普通弹 (678): 用于制造：普通反器材弹。 (BP_Bullet_MAG_Normal, 0, 9, 50, 1)
* 耳机 (679): 能够提高听觉灵敏度，可以听到声音来自于哪个方向。 (HeadsetLV1, 0, 2, 680, 1)
* VSS (680): 自带消声器和光学瞄准镜，适合用来偷袭老同志，缺点是射程相对有限。 (BR_VSS_Normal, 0, 5, 16741, 1)
* AS Val (681): 自带消音器的特种步枪，射速快，精度高但载弹量有限。 (AR_ASVAL_Normal, 0, 5, 10648, 1)
* DT MDR-556 (682): 还在测试阶段的制式步枪，模块化程度非常高，但不知什么原因，本来可以卸下的枪管和黄色的外壳绑定在了一起。 (AR_DTMDR556_Normal, 0, 4, 7354, 1)
* DT MDR-762 (683): 还在测试阶段的制式战斗步枪，模块化程度非常高，但不知什么原因，本来可以卸下的枪管和黑色的外壳绑定在了一起。 (BR_DTMDR762_Normal, 0, 5, 14099, 1)
* S-低级穿甲弹 (688): 能够穿透低级护甲的防护的轻型弹。 (Bullet_SMG_Piercing2, 3, 999, 15, 240)
* S-中级穿甲弹 (689): 能够穿透中级护甲的防护的轻型弹。 (Bullet_SMG_Piercing4, 4, 999, 49, 240)
* S-高级穿甲弹 (690): 能够穿透高级护甲的防护的轻型弹。 (Bullet_SMG_Piercing6, 5, 999, 140, 240)
* S-特种弹 (691): 能够大幅消耗护甲耐久的轻型弹，虽然穿甲能力很低，但可以快速击碎敌人的护甲，使他失去护甲防护，并造成比普通子弹更高的伤害。 (Bullet_SMG_Break, 5, 5, 140, 240)
* AR-低级穿甲弹 (692): 能够穿透低级护甲的防护的步枪弹。 (Bullet_AR_Piercing2, 3, 999, 21, 180)
* AR-中级穿甲弹 (693): 能够穿透中级护甲的防护的步枪弹。 (Bullet_AR_Piercing4, 4, 999, 70, 180)
* AR-特种穿甲弹 (694): 能够穿透几乎所有护甲的防护的步枪弹，造成的伤害也更高。 (Bullet_AR_Piercing6, 5, 5, 200, 180)
* AR-碎甲弹 (695): 能够大幅消耗护甲耐久的步枪弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。 (Bullet_AR_Break, 0, 999, 33, 180)
* L-低级穿甲弹 (696): 能够穿透低级护甲的防护的重型弹。 (Bullet_BR_Piercing2, 3, 999, 37, 180)
* L-中级穿甲弹 (697): 能够穿透中级护甲的防护的重型弹。 (Bullet_BR_Piercing4, 4, 999, 123, 180)
* L-特种穿甲弹 (698): 能够穿透几乎所有护甲的防护的重型弹，造成的伤害与爆头伤害也更高。 (Bullet_BR_Piercing6, 5, 5, 350, 180)
* L-碎甲弹 (699): 能够大幅消耗护甲耐久的重型弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。 (Bullet_BR_Break, 0, 999, 58, 180)
* 穿甲狙击弹 (700): 能够穿透低级护甲的防护的狙击弹。 (Bullet_SNP_Piercing2, 3, 3, 105, 30)
* 高级穿甲狙击弹 (701): 能够穿透中级护甲的防护的狙击弹。 (Bullet_SNP_Piercing4, 4, 4, 350, 30)
* 特种穿甲狙击弹 (702): 能够穿透几乎所有护甲的防护的狙击弹，造成的爆头伤害也更高。 (Bullet_SNP_Piercing6, 5, 5, 1000, 30)
* 碎甲狙击弹 (703): 能够大幅消耗护甲耐久的狙击弹，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。 (Bullet_SNP_Break, 0, 999, 165, 30)
* 低级穿甲霰弹 (704): 能够穿透低级护甲的防护的霰弹。 (Bullet_SHT_Piercing2, 3, 999, 63, 80)
* 中级穿甲霰弹 (705): 能够穿透中级护甲的防护的霰弹。 (Bullet_SHT_Piercing4, 4, 999, 210, 80)
* 高级穿甲霰弹 (706): 能够穿透高级护甲的防护的霰弹。 (Bullet_SHT_Piercing6, 5, 999, 600, 80)
* 特种霰弹 (707): 对肉体能造成大量伤害的霰弹，也非常容易使命中的敌人流血，但没有穿透护甲的能力。 (Bullet_SHT_Break, 5, 5, 600, 80)
* MAG-穿甲弹 (708): 能够穿透低级护甲的防护的马格南弹药。 (Bullet_MAG_Piercing2, 3, 3, 168, 24)
* MAG-高级穿甲弹 (709): 能够穿透中级护甲的防护的马格南弹药。 (Bullet_MAG_Piercing4, 4, 4, 560, 24)
* MAG-特种穿甲弹 (710): 能够穿透几乎所有护甲的防护的马格南弹药，造成的伤害与爆头伤害也更高。 (Bullet_MAG_Piercing6, 5, 5, 1600, 24)
* MAG-碎甲弹 (711): 能够大幅消耗护甲耐久的马格南弹药，虽然穿甲和伤害能力都很低，但可以快速击碎敌人的护甲，使他失去护甲防护。 (Bullet_MAG_Break, 0, 999, 264, 24)
* 手枪增伤枪口 (712): 大幅提高枪械伤害的手枪枪口，但会损失少量后坐力控制。 (Muzzle_PST_DAM_1, 0, 3, 1100, 1)
* 冲锋枪增伤枪口 (713): 大幅提高枪械伤害的冲锋枪枪口，但会损失少量后坐力控制。 (Muzzle_SMG_DAM_1, 0, 3, 1100, 1)
* 步枪增伤枪口 (714): 大幅提高枪械伤害的步枪枪口，但会损失少量后坐力控制。 (Muzzle_AR_DAM_1, 0, 3, 1100, 1)
* 狙击枪增伤枪口 (715): 大幅提高枪械伤害的狙击枪枪口，但会损失少量后坐力控制。 (Muzzle_SNP_DAM_1, 0, 3, 1100, 1)
* 霰弹枪增伤枪口 (716): 大幅提高枪械伤害的霰弹枪枪口，但会损失少量后坐力控制。 (Muzzle_SHT_DAM_1, 0, 3, 1100, 1)
* 冲锋枪腰射枪托II (717): 极大幅加强腰射散布控制的冲锋枪枪托。 (Stock_SMG_SCA_4, 0, 999, 1, 1)
* GPNVG-18夜视仪 (718): 视野很好的夜视仪。看起来像白天一样。 (NightVisionGoggles, 0, 5, 4725, 1)
* T-7热成像目镜 (719): 这玩意凭啥这么贵？ (ThermalVisionGoggles, 0, 6, 38900, 1)
* 带电MP7 (733): 缠了节电池的MP7，发射的子弹为电属性。真是震撼人心的鸭星科技啊！ (SMG_MP7_Electric, 0, 9, 6512, 1)
* Bizon-2 (734): 使用螺旋弹匣，载弹量相当大，非常适合用于火力压制。 (SMG_PP19Bizon_Normal, 0, 3, 3353, 1)
* PPSh (735): 非常均衡的制式冲锋枪。 (SMG_PPSH_Normal, 0, 2, 2214, 1)
* SR-3M (736): 换弹速度快，持续伤害能力相当不错的制式冲锋枪，但射程相对有限。常见的版本自带消音器，但这把好像卸了。 (SMG_SR3M_Normal, 0, 3, 3851, 1)
* Vector (737): 使用特殊设计，在保证射速和威力的同时，提高了后坐力控制与稳定性。 (SMG_Vector9_Normal, 0, 3, 4174, 1)
* 配方：急救箱 (738): 在医疗站制造急救箱的配方。 (Formula_FirstAidKit_M, 0, 99, 200, 1)
* 白大褂 (740): J-LAB研究人员穿的白大褂。 (WhiteGown, 0, 9, 100, 1)
* 黑色眼镜 (741): 看起来很有学问。 (Glass, 0, 2, 130, 1)
* 闪光的眼镜 (742): 散发着反派的气质。 (GlassShiny, 0, 4, 1200, 1)
* 有机纤维 (743): 很结实的纤维线，可以用来制作很多东西。 (fiber, 0, 2, 194, 10)
* 太阳镜 (744): 金边太阳镜，浮夸。 (SunGlass, 0, 4, 1200, 1)
* 维生系统线索 (745): 线人留下的维生系统线索，字迹有些潦草，感觉只有杰夫能看得懂。 (Quest_Letter_LifeSupportClue, 0, 2, 1, 1)
* 标记器 (746): 持续发射坐标的装置，采用蛋清及太阳能双重供电模式，据说续航能达到1万年。 (Marker, 0, 2, 292, 1)
* 空气循环单元 (747): 飞船维生系统的重要组成部分。 (Quest_AirCirculationUnit, 0, 6, 1, 1)
* 高性能计算单元 (748): 算力高达1EFLOPS。 (ComputingUnit, 6, 6, 80000, 1)
* 蓝图：高性能计算单元 (749): 用于研发高性能计算单元。 (BP_ComputingUnit, 0, 0, 50, 1)
* 大型主板 (750): 可以发挥高性能计算单元的全部性能。 (Quest_HugeMotherBoard, 0, 6, 285, 1)
* 爱狗的项圈 (751): 上面好像还残留了一些血迹。 (Quest_DogCollar, 0, 9999, 50, 1)
* 飞船推进器图纸（加密） (753): 非常复杂，不是专业人士完全看不懂。 (Quest_Blueprint_Thrusters_Encrypted, 0, 6, 100, 1)
* J-Lab一级凭证 (754): J-Lab实验人员持有的一次性凭证，只能进入最外围的区域。 (Key_Card_JLabLv1, 0, 3, 2000, 1)
* J-Lab二级凭证 (755): 可以进入实验室的核心区域的一次性凭证。 (Key_Card_JLabLv2, 2, 7, 15000, 1)
* J-Lab三级凭证 (756): 拥有实验室最高权限的一次性凭证，可以进入实验室的机密区域。 (Key_Card_JLabLv3, 4, 9, 50000, 1)
* 矢量推进器研究日志 (757): 记录了矢量推进器实验进程，其中并没有写明实验结果，也没有看到推进器的图纸，但其余内容写的非常详细，让人觉得这人的记性不太好。 (Quest_ResearchDocument_Thrusters, 0, 2, 1, 1)
* 矿长的虹膜信息 (758): 因为头没有被打爆，所以完好的保存了下来。 (Key_Eyeball_Jlab, 0, 3, 300, 1)
* 工棚钥匙 (759): 用来打开建筑工地工棚的钥匙。 (Key_ThrusterResearcherHome, 0, 3, 101, 1)
* 导航系统图纸 (760): 飞船导航系统的图纸。 (Quest_Blueprint_NavigationSystem, 0, 6, 100, 1)
* 星图 (761): 宇宙星图，但并不完整。 (Quest_StarMap1, 0, 2, 1, 1)
* 星图碎片Part2 (762): 宇宙星图，但并不完整。 (Quest_StarMap2, 0, 2, 1, 1)
* 星图碎片Part3 (763): 宇宙星图，但并不完整。 (Quest_StarMap3, 0, 2, 1, 1)
* 聚乙烯片 (764): 很难降解的塑料碎片。 (Plastics, 0, 1, 21, 10)
* 胶带 (765): 胶带，用途广泛。 (DuctTape, 0, 1, 84, 1)
* 宇宙级防御力场蓝图（加密） (766): 超绝防护力，星际旅行必备！ (Quest_Blueprint_DefenceShield_BlackMarket, 0, 6, 500, 1)
* 能量重塑装置 (767): 能够重塑蛋清能量的特殊装置，原理不明，来源不明。 (TransformDevice, 5, 999, 500, 1)
* 能源球 (768): 重塑后更容易被利用的蛋清能源，能量巨大，性质稳定。 (EnergyBall, 3, 999, 2500, 6)
* 蛋清能源碎片 (769): 从裂缝中溢出的物质，蕴含着巨大的能量，但很难直接利用。 (EggWhiteEnergyPieces, 3, 2, 120, 10)
* 警棍 (772): 守卫用的警棍。 (PoliceStick, 0, 1, 175, 1)
